iteration,day,step,tumor_cells,rho_global,rho_max,hotspot_gap,active_regions,active_region_fraction,regional_cv,transition_ms
1990,83,22,38621,0.0368319,0.353638,0.316806,14,0.21875,2.48873,3.36179
2000,84,8,39024,0.0372162,0.366638,0.329422,14,0.21875,2.48207,3.42733
2010,84,18,39401,0.0375757,0.370422,0.332847,14,0.21875,2.4835,3.47136
2020,85,4,39577,0.0377436,0.378113,0.340369,14,0.21875,2.48164,3.33517
2030,85,14,39560,0.0377274,0.351746,0.314018,14,0.21875,2.457,3.34131
2040,85,24,40095,0.0382376,0.358459,0.320222,15,0.234375,2.44352,3.45805
2050,86,10,39920,0.0380707,0.342285,0.304214,15,0.234375,2.41791,3.38432
2060,86,20,40103,0.0382452,0.342285,0.30404,15,0.234375,2.39687,3.43654
2070,87,6,40646,0.038763,0.352356,0.313593,15,0.234375,2.39469,3.44986
2080,87,16,41831,0.0398932,0.350708,0.310815,15,0.234375,2.36489,3.57376
2090,88,2,41981,0.0400362,0.34668,0.306643,16,0.25,2.33788,3.6352
2100,88,12,42425,0.0404596,0.341919,0.301459,15,0.234375,2.33147,3.64851
2110,88,22,42957,0.040967,0.353943,0.312976,17,0.265625,2.33169,3.69971
2120,89,8,43285,0.0412798,0.348511,0.307231,17,0.265625,2.31922,3.79597
2130,89,18,43829,0.0417986,0.351624,0.309825,17,0.265625,2.30547,3.46726
2140,90,4,44609,0.0425425,0.349182,0.30664,17,0.265625,2.29773,3.77037
2150,90,14,45800,0.0436783,0.360352,0.316673,17,0.265625,2.28478,3.8441
2160,90,24,45736,0.0436172,0.358276,0.314659,18,0.28125,2.28932,3.80109
2170,91,10,46119,0.0439825,0.362854,0.318871,18,0.28125,2.27617,3.77037
2180,91,20,47385,0.0451899,0.36084,0.31565,17,0.265625,2.25145,4.0192
2190,92,6,47973,0.0457506,0.375549,0.329799,17,0.265625,2.2444,4.07142
2200,92,16,48648,0.0463943,0.373718,0.327324,17,0.265625,2.2453,4.23014
2210,93,2,49884,0.0475731,0.373779,0.326206,18,0.28125,2.20862,4.34688
2220,93,12,50241,0.0479136,0.366394,0.31848,18,0.28125,2.18184,4.32845
2230,93,22,50453,0.0481157,0.368103,0.319987,19,0.296875,2.17853,4.36941
2240,94,8,50692,0.0483437,0.385681,0.337337,19,0.296875,2.17148,4.40218
2250,94,18,51072,0.0487061,0.392761,0.344055,19,0.296875,2.16619,4.36634
2260,95,4,50794,0.0484409,0.393921,0.34548,19,0.296875,2.15436,4.28544
2270,95,14,51224,0.048851,0.403198,0.354347,19,0.296875,2.17056,4.39501
2280,95,24,51323,0.0489454,0.382324,0.333379,20,0.3125,2.14163,4.51994
2290,96,10,51800,0.0494003,0.385376,0.335976,20,0.3125,2.12178,4.36326
2300,96,20,52791,0.0503454,0.38739,0.337045,20,0.3125,2.12204,4.51379
2310,97,6,54435,0.0519133,0.402649,0.350736,20,0.3125,2.10965,4.71347
2320,97,16,55063,0.0525122,0.391907,0.339395,20,0.3125,2.10409,4.9152
