validation,target,horizon,fold,train_seeds,test_seeds,model,r2,mae,rmse,mae_reduction_vs_baseline_pct,rmse_reduction_vs_baseline_pct
GroupKFold5,increment,120,1,"1001,1002,1003,1004,1006,1007,1008,1009","1005,1010",Spatial,0.49866299415308657,0.3294812648300959,0.4687404248660174,47.22857828134502,45.970055676733836
GroupKFold5,increment,120,2,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",Persistence,-0.7977808039154897,0.6255106494252873,0.8749855580459468,0.0,0.0
GroupKFold5,increment,120,2,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",N,0.4936614569825347,0.3204082613498679,0.46435808259117384,48.776529761043136,46.92962891545351
GroupKFold5,increment,120,2,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",N+H,0.4961756811144351,0.31858813144332937,0.46320376279030073,49.067512801573436,47.06155335583525
GroupKFold5,increment,120,2,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",Spatial,0.49659439623922885,0.3190932569375354,0.46301124455765935,48.986758701755925,47.08355580271807
GroupKFold5,increment,120,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",Persistence,-0.7670260728353124,0.5719634798850575,0.7843345948178314,0.0,0.0
GroupKFold5,increment,120,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",N,0.5287526818509192,0.3031234018204915,0.4050459909257131,47.003014618799156,48.35801026731601
GroupKFold5,increment,120,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",N+H,0.53224482126677,0.3012026915573134,0.40354242025635684,47.33882456658885,48.5497104268258
GroupKFold5,increment,120,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",Spatial,0.5352649104219662,0.3016944455337891,0.4022375627942568,47.252848102396676,48.71607532654096
GroupKFold5,increment,120,4,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",Persistence,-0.7564871758912637,0.5870361149425287,0.8174887747716509,0.0,0.0
GroupKFold5,increment,120,4,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",N,0.5467230073492577,0.3002149927723855,0.415280122646753,48.85919534920321,49.200510702700086
GroupKFold5,increment,120,4,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",N+H,0.5503891291414253,0.29797711855891285,0.4135973122584306,49.24041111370379,49.40636189482104
GroupKFold5,increment,120,4,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",Spatial,0.5472607267255353,0.29904726356849237,0.4150337275754036,49.05811483203732,49.23065118645391
GroupKFold5,increment,120,5,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",Persistence,-0.9039599262000262,0.5718551379310345,0.7540952205914463,0.0,0.0
GroupKFold5,increment,120,5,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",N,0.5140536592496212,0.2920430484818332,0.38097058492351094,48.93058939044568,49.47977728532599
GroupKFold5,increment,120,5,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",N+H,0.5088324642019881,0.2919709067528102,0.3830117642721347,48.94320477574834,49.20909802720487
GroupKFold5,increment,120,5,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",Spatial,0.5154622250465233,0.29031879478149886,0.38041804288457626,49.23210870643411,49.55304946950736
