iteration,day,step,tumor_cells,rho_global,rho_max,hotspot_gap,active_regions,active_region_fraction,regional_cv,transition_ms
2060,86,20,42189,0.0402346,0.372253,0.332019,18,0.28125,2.38704,4.41344
2070,87,6,42185,0.0402308,0.355225,0.314994,18,0.28125,2.36542,3.95981
2080,87,16,42774,0.0407925,0.363831,0.323038,18,0.28125,2.35347,3.73862
2090,88,2,43219,0.0412169,0.355103,0.313886,18,0.28125,2.3451,4.10419
2100,88,12,44073,0.0420313,0.359619,0.317588,19,0.296875,2.31508,4.07859
2110,88,22,44503,0.0424414,0.365417,0.322976,19,0.296875,2.29407,4.23424
2120,89,8,44819,0.0427427,0.378662,0.335919,19,0.296875,2.29592,4.25472
2130,89,18,44686,0.0426159,0.357483,0.314867,19,0.296875,2.25925,4.25984
2140,90,4,46172,0.0440331,0.362549,0.318516,19,0.296875,2.2451,4.2384
2150,90,14,46167,0.0440283,0.362305,0.318276,19,0.296875,2.24276,4.55987
2160,90,24,46872,0.0447006,0.361328,0.316628,19,0.296875,2.23217,4.3735
2170,91,10,47338,0.045145,0.375854,0.330709,19,0.296875,2.21691,4.50253
2180,91,20,48486,0.0462399,0.379761,0.333521,19,0.296875,2.19941,4.25779
2190,92,6,48861,0.0465975,0.379822,0.333224,19,0.296875,2.18786,4.44211
2200,92,16,49292,0.0470085,0.380737,0.333729,19,0.296875,2.14766,4.73907
2210,93,2,50318,0.047987,0.384827,0.33684,19,0.296875,2.13378,4.92032
2220,93,12,51747,0.0493498,0.373596,0.324246,19,0.296875,2.11349,4.90598
2230,93,22,52122,0.0497074,0.374634,0.324926,19,0.296875,2.10235,4.63155
2240,94,8,52872,0.0504227,0.383545,0.333122,19,0.296875,2.10108,5.13126
2250,94,18,53250,0.0507832,0.384277,0.333494,19,0.296875,2.08769,5.12307
2260,95,4,53611,0.0511274,0.406982,0.355855,19,0.296875,2.08132,4.81485
2270,95,14,53874,0.0513783,0.39502,0.343641,19,0.296875,2.05891,5.41286
2280,95,24,53912,0.0514145,0.383362,0.331947,19,0.296875,2.053,5.10771
2290,96,10,54438,0.0519161,0.379761,0.327845,19,0.296875,2.03873,5.05856
2300,96,20,54083,0.0515776,0.378845,0.327268,19,0.296875,2.01269,5.27158
2310,97,6,54794,0.0522556,0.394592,0.342337,19,0.296875,2.02303,5.21011
2320,97,16,55022,0.0524731,0.396545,0.344072,19,0.296875,2.01187,5.33094
2330,98,2,55447,0.0528784,0.383301,0.330422,19,0.296875,1.99624,5.42106
2340,98,12,55567,0.0529928,0.382324,0.329331,19,0.296875,1.98759,5.55008
2350,98,22,54864,0.0523224,0.364014,0.311691,19,0.296875,1.9801,5.31558
2360,99,8,55443,0.0528746,0.36145,0.308576,19,0.296875,1.96239,5.31661
2370,99,18,56020,0.0534248,0.376099,0.322674,19,0.296875,1.96338,5.14662
2380,100,4,56835,0.0542021,0.375427,0.321225,19,0.296875,1.93929,5.20806
2390,100,14,57807,0.0551291,0.373657,0.318528,19,0.296875,1.93055,5.37907
2400,100,24,57912,0.0552292,0.367554,0.312325,19,0.296875,1.92343,5.21523
2410,101,10,58864,0.0561371,0.372986,0.316849,19,0.296875,1.90567,5.38317
2420,101,20,59203,0.0564604,0.368958,0.312497,19,0.296875,1.91252,5.61664
2430,102,6,60171,0.0573835,0.376953,0.31957,19,0.296875,1.90172,5.64429
2440,102,16,60349,0.0575533,0.359009,0.301455,19,0.296875,1.88782,5.51936
2450,103,2,61403,0.0585585,0.355774,0.297215,19,0.296875,1.87614,5.53472
2460,103,12,60695,0.0578833,0.358887,0.301003,19,0.296875,1.86939,5.59107
2470,103,22,60054,0.057272,0.349243,0.291971,20,0.3125,1.86235,5.28589
2480,104,8,61026,0.0581989,0.364868,0.306669,20,0.3125,1.85877,5.60128
2490,104,18,62753,0.0598459,0.367004,0.307158,20,0.3125,1.84565,5.95763
2500,105,4,62843,0.0599318,0.366394,0.306462,21,0.328125,1.85236,5.56442
2510,105,14,62896,0.0599823,0.369202,0.309219,20,0.3125,1.85283,6.01805
2520,105,24,63690,0.0607395,0.384705,0.323965,21,0.328125,1.8584,6.2423
2530,106,10,64530,0.0615406,0.385742,0.324202,21,0.328125,1.85376,6.27405
2540,106,20,65651,0.0626097,0.37854,0.31593,21,0.328125,1.83312,6.30989
2550,107,6,66816,0.0637207,0.375488,0.311768,21,0.328125,1.80272,6.10611
2560,107,16,68010,0.0648594,0.376526,0.311666,21,0.328125,1.79733,6.66726
2570,108,2,67697,0.0645609,0.388428,0.323867,22,0.34375,1.78804,6.64064
2580,108,12,68695,0.0655127,0.393005,0.327493,23,0.359375,1.78258,7.23974
2590,108,22,69761,0.0665293,0.400269,0.333739,23,0.359375,1.7781,7.13318
2600,109,8,69705,0.0664759,0.395447,0.328971,23,0.359375,1.76936,7.09427
2610,109,18,70655,0.0673819,0.386536,0.319154,24,0.375,1.75997,7.2376
2620,110,4,71725,0.0684023,0.375366,0.306964,25,0.390625,1.74954,7.26426
2630,110,14,72404,0.0690498,0.389038,0.319988,24,0.375,1.73966,7.83155
2640,110,24,72681,0.069314,0.374329,0.305015,25,0.390625,1.72891,7.43322
2650,111,10,73237,0.0698442,0.383911,0.314067,24,0.375,1.72468,7.46394
2660,111,20,73773,0.0703554,0.367737,0.297381,25,0.390625,1.70933,7.30829
2670,112,6,75024,0.0715485,0.375061,0.303513,26,0.40625,1.71183,7.38509
2680,112,16,76274,0.0727406,0.375122,0.302382,26,0.40625,1.70216,7.3943
2690,113,2,76980,0.0734138,0.384033,0.310619,27,0.421875,1.6925,7.4025
2700,113,12,78534,0.0748959,0.376953,0.302057,26,0.40625,1.68231,8.07834
2710,113,22,78673,0.0750284,0.365479,0.29045,26,0.40625,1.67201,8.15718
2720,114,8,77863,0.0742559,0.35376,0.279504,26,0.40625,1.6666,8.00051
2730,114,18,79359,0.0756826,0.377625,0.301942,27,0.421875,1.67053,8.25856
2740,115,4,79104,0.0754395,0.360779,0.285339,27,0.421875,1.66338,7.57043
2750,115,14,80745,0.0770044,0.365479,0.288474,27,0.421875,1.65734,8.2903
2760,115,24,81906,0.0781116,0.368469,0.290358,28,0.4375,1.64297,8.99174
2770,116,10,84440,0.0805283,0.38501,0.304482,27,0.421875,1.64051,8.74906
2780,116,20,85537,0.0815744,0.383362,0.301787,27,0.421875,1.635,9.80275
2790,117,6,85487,0.0815268,0.383423,0.301896,27,0.421875,1.6257,10.3066
2800,117,16,86374,0.0823727,0.38562,0.303247,28,0.4375,1.61513,8.74906
2810,118,2,86294,0.0822964,0.371033,0.288736,28,0.4375,1.6092,9.06854
2820,118,12,86648,0.082634,0.364746,0.282112,28,0.4375,1.58936,9.06854
2830,118,22,86869,0.0828447,0.377014,0.294169,28,0.4375,1.58726,8.85562
2840,119,8,89111,0.0849829,0.373108,0.288125,28,0.4375,1.57749,9.09213
2850,119,18,90136,0.0859604,0.366455,0.280495,28,0.4375,1.56229,9.05728
2860,120,4,90369,0.0861826,0.37146,0.285277,29,0.453125,1.55661,9.64506
2870,120,14,90445,0.0862551,0.374939,0.288684,29,0.453125,1.5511,8.99584
2880,120,24,91770,0.0875187,0.379028,0.29151,29,0.453125,1.54696,9.2641
2890,121,10,93790,0.0894451,0.393372,0.303926,30,0.46875,1.54671,9.8048
2900,121,20,95210,0.0907993,0.403442,0.312643,30,0.46875,1.5364,10.0782
2910,122,6,95863,0.0914221,0.406006,0.314584,32,0.5,1.5169,10.7387
2920,122,16,96516,0.0920448,0.395996,0.303951,31,0.484375,1.51512,10.3926
2930,123,2,98937,0.0943537,0.400146,0.305793,30,0.46875,1.51036,10.7756
2940,123,12,100146,0.0955067,0.395325,0.299818,32,0.5,1.50766,11.1729
2950,123,22,100352,0.0957031,0.40741,0.311707,32,0.5,1.49414,11.1278
2960,124,8,99664,0.095047,0.388,0.292953,32,0.5,1.49241,10.8145
2970,124,18,99590,0.0949764,0.387329,0.292353,33,0.515625,1.48696,11.9255
2980,125,4,100139,0.0955,0.393372,0.297872,32,0.5,1.48141,10.7561
2990,125,14,101745,0.0970316,0.395081,0.298049,33,0.515625,1.47316,10.9425
3000,125,24,103066,0.0982914,0.393494,0.295202,33,0.515625,1.46559,11.6849
3010,126,10,103709,0.0989046,0.379822,0.280917,33,0.515625,1.44888,11.4954
3020,126,20,103994,0.0991764,0.380249,0.281073,33,0.515625,1.44045,11.3418
3030,127,6,104603,0.0997572,0.387695,0.287938,33,0.515625,1.44198,11.1145
3040,127,16,105533,0.100644,0.396912,0.296268,33,0.515625,1.44093,11.434
3050,128,2,106538,0.101603,0.383606,0.282003,33,0.515625,1.43914,11.4934
3060,128,12,107541,0.102559,0.391174,0.288615,33,0.515625,1.43765,12.0003
3070,128,22,108565,0.103536,0.391968,0.288432,33,0.515625,1.43711,12.1641
3080,129,8,107745,0.102754,0.383667,0.280913,33,0.515625,1.42457,11.8897
3090,129,18,108971,0.103923,0.385193,0.28127,33,0.515625,1.41603,13.0273
3100,130,4,110170,0.105066,0.417603,0.312536,34,0.53125,1.40894,12.1405
3110,130,14,111208,0.106056,0.416748,0.310692,34,0.53125,1.40219,12.1549
3120,130,24,111371,0.106212,0.403992,0.29778,34,0.53125,1.39887,12.1651
3130,131,10,110938,0.105799,0.389893,0.284094,34,0.53125,1.39331,12.1385
3140,131,20,111294,0.106138,0.401978,0.295839,34,0.53125,1.38678,12.6208
3150,132,6,112108,0.106915,0.403931,0.297016,34,0.53125,1.38201,12.4303
3160,132,16,113014,0.107779,0.39209,0.284311,34,0.53125,1.37113,13.1738
3170,133,2,114102,0.108816,0.38739,0.278574,34,0.53125,1.36219,12.9638
3180,133,12,114474,0.109171,0.391907,0.282736,34,0.53125,1.35731,13.1604
3190,133,22,114615,0.109305,0.396484,0.287179,34,0.53125,1.35169,12.7396
3200,134,8,115202,0.109865,0.386292,0.276426,34,0.53125,1.33506,13.9551
3210,134,18,116040,0.110664,0.388367,0.277702,34,0.53125,1.3324,12.9485
3220,135,4,116881,0.111466,0.384888,0.273421,34,0.53125,1.32541,13.2813
3230,135,14,116868,0.111454,0.396118,0.284664,34,0.53125,1.32141,12.7498
