Partition,Regions,corr_H_TCRM,corr_H_ratio,R2_LOO_N,R2_LOO_NH,Delta_R2,MAE_NH
8x8,64,0.4894113644675386,0.8905976635525481,-0.055707975984108815,0.8565337008744579,0.9122416768585667,0.2437966829719038
16x16,256,0.329496982475772,0.9180765678004383,-0.055707975984108815,0.8260247291084357,0.8817327050925445,0.29375904216936155
