snapshot_file,day,iteration_end_of_day,simulated_hour_end_of_day,grid_size,grid_cells_total,tumour_cells,area_lattice,r_eff,centroid_row,centroid_col,centroid_offset_from_grid_center,bbox_height,bbox_width,bbox_area,rho_tumour_bbox,radius_gyration,max_radius_centroid,anisotropy,perimeter_4n,compactness,regions_axis,n_regions,active_regions,active_region_fraction,rho_global,rho_region_mean,rho_region_std,rho_max,hotspot_gap,hotspot_ratio,hotspot_excess_norm,regional_density_cv,regional_imbalance_linf,spatial_entropy,spatial_entropy_norm_all,spatial_entropy_norm_active,regional_hhi,hotspot_region_row,hotspot_region_col,ro_min,ro_mean,ro_median,ro_max,ro_std,ro_gt_10_fraction,d_tumour_cells_per_day,d_r_eff_per_day,d_rho_tumour_bbox_per_day,d_rho_max_per_day,d_hotspot_gap_per_day,d_hotspot_ratio_per_day,d_hotspot_excess_norm_per_day,d_active_region_fraction_per_day,d_spatial_entropy_norm_all_per_day,d_regional_hhi_per_day,d_regional_density_cv_per_day,d_regional_imbalance_linf_per_day,d_compactness_per_day,d_anisotropy_per_day,iteration_end_of_day_profile,tumor_cells,crm_ms,frm_ms,frm_crm_ratio,kernel_delta_ms,kernel_mean_ms
1dia.txt,1,24,24,1024,1048576,30,30,3.0901936161855166,510.7,508.43333333333334,3.1692971530679226,15,15,225,0.13333333333333333,5.3655278294766955,9.00431995087791,0.5659777284250523,84,0.053428446489622326,16,256,3,0.01171875,2.86102294921875e-05,2.86102294921875e-05,0.0002937007243691299,0.00341796875,0.0033893585205078125,119.46666666666667,118.46666666666667,10.265584358536158,118.46666666666667,0.9482980107415577,0.1710131046727143,0.8631780479091637,0.41555555555555557,7,7,10.0,3343.0,10.0,100000.0,17948.754302179303,0.03333333333333333,,,,,,,,,,,,,,,24,30,0.650653,0.931259,1.4312682797128422,0.2806059999999999,0.790956
5dia.txt,5,120,120,1024,1048576,202,202,8.018640596081465,507.019801980198,508.85643564356434,5.201981046029953,29,33,957,0.2110762800417973,9.114442197034444,17.304529621377046,0.2887220383634577,472,0.011394026788730577,16,256,4,0.015625,0.0001926422119140625,0.0001926422119140625,0.0018266376227192487,0.024169921875,0.023977279663085938,125.46534653465346,124.46534653465346,9.482021642972569,124.46534653465346,1.1603192179106767,0.20924834769098674,0.836993390763947,0.35511224389765705,7,7,10.0,1000.0,10.0,100000.0,9900.0,0.009900990099009901,43.0,1.2321117449739871,0.01943573667711599,0.00518798828125,0.005146980285644531,1.4996699669966986,1.4996699669966986,0.0009765625,0.00955881075456811,-0.015110827914474628,-0.19589067889089717,1.4996699669966986,-0.010508604925222938,-0.06931392251539865,120,202,0.807324,1.056059,1.3080981117865935,0.248735,0.9316915
10dia.txt,10,240,240,1024,1048576,417,417,11.521077316754745,511.158273381295,504.71942446043164,6.789181226755133,40,57,2280,0.18289473684210528,15.14246705256913,36.91984555924106,0.45152178899791384,1010,0.005136924366422679,16,256,4,0.015625,0.00039768218994140625,0.00039768218994140625,0.0032666550082291424,0.033447265625,0.033049583435058594,84.10551558752998,83.10551558752998,8.214235112491322,83.10551558752998,1.3510552962005826,0.24364509697441877,0.9745803878976751,0.2674752284503333,7,7,10.0,249.7841726618705,10.0,100000.0,4890.656701814318,0.002398081534772182,43.0,0.7004873441346561,-0.005636308639938403,0.00185546875,0.0018144607543945312,-8.271966189424697,-8.271966189424697,0.0,0.006879349856686407,-0.017527403089464755,-0.2535573060962495,-8.271966189424697,-0.0012514204844615796,0.032559950126891224,240,417,0.827068,1.624504,1.964172232512925,0.7974359999999999,1.225786
15dia.txt,15,360,360,1024,1048576,603,603,13.85427231466257,507.7213930348259,498.8805970149254,13.172972416921398,51,77,3927,0.15355233002291827,17.743828348730055,43.33873680403725,0.5392356724040542,1370,0.0040372537058226765,16,256,4,0.015625,0.0005750656127929688,0.0005750656127929688,0.0055717913266603546,0.07666015625,0.07608509063720703,133.30679933665007,132.30679933665007,9.688966272212618,132.30679933665007,1.1512544588128335,0.2076136373163228,0.8304545492652912,0.3706096383752877,7,7,10.0,175.82089552238807,10.0,100000.0,4068.529804965392,0.001658374792703151,37.2,0.4666389995815649,-0.005868481363837402,0.008642578125,0.008607101440429688,9.840256749824018,9.840256749824018,0.0,-0.007206291931619197,0.020626881984990887,0.2949462319442592,9.840256749824018,-0.00021993413212000046,0.017542776681228077,360,603,1.090266,2.325844,2.133281235955262,1.235578,1.708055
20dia.txt,20,480,480,1024,1048576,1210,1210,19.625365277680483,504.85619834710747,502.87603305785126,10.886363314819686,73,99,7227,0.167427701674277,26.885929581850554,53.30189719949211,0.3735155810827093,3032,0.001654005085092196,16,256,4,0.015625,0.0011539459228515625,0.0011539459228515625,0.010382670984770798,0.139892578125,0.13873863220214844,121.22975206611571,120.22975206611571,8.997536868204152,120.22975206611571,1.2602444915746767,0.2272685597878024,0.9090742391512096,0.32013933474489453,7,7,10.0,92.63636363636364,10.0,100000.0,2873.3223333634114,0.0008264462809917355,121.4,1.1542185926035828,0.0027750743302717485,0.012646484375,0.012530708312988281,-2.415409454106873,-2.415409454106873,0.0,0.0039309844942959195,-0.010094060726078635,-0.13828588080169305,-2.415409454106873,-0.0004766497241460961,-0.03314401826426898,480,1210,0.909243,1.645431,1.809671341984486,0.7361880000000001,1.2773370000000002
25dia.txt,25,600,600,1024,1048576,1679,1679,23.11800810845486,500.61882072662297,501.249553305539,14.94897052694119,134,109,14606,0.11495275914007942,37.60146869660495,74.71301263528257,0.2568417712068947,4454,0.0010635554435466075,16,256,7,0.02734375,0.0016012191772460938,0.0016012191772460938,0.013824657591181328,0.18408203125,0.1824808120727539,114.96366885050625,113.96366885050625,8.633832137183177,113.96366885050625,1.3764981457783245,0.24823338108840529,0.7073801153905165,0.29509006786350395,7,7,10.0,69.55330553901132,10.0,100000.0,2439.5057746693533,0.0005955926146515784,93.8,0.6985285661548751,-0.010494988506839517,0.008837890625,0.008748435974121093,-1.2532166431218912,-1.2532166431218912,0.00234375,0.00419296426012058,-0.005009853376278117,-0.0727409462041951,-1.2532166431218912,-0.00011808992830911769,-0.02333476197516292,600,1679,0.847868,2.109621,2.488147919251582,1.261753,1.4787445
30dia.txt,30,720,720,1024,1048576,3314,3314,32.47890027099259,497.2118286059143,505.0220277610139,15.688083570527128,173,135,23355,0.1418968101049026,42.96056031986793,91.30046212886907,0.22494049958697013,7850,0.0006758075737918178,16,256,9,0.03515625,0.0031604766845703125,0.0031604766845703125,0.02478947602184984,0.288330078125,0.2851696014404297,91.22993361496681,90.22993361496681,7.843587691335913,90.22993361496681,1.5502964841810634,0.27957563120445195,0.705570336401638,0.24422604637373535,7,7,10.0,40.171997585998795,10.0,100000.0,1736.6599232969272,0.00030175015087507544,327.0,1.8721784325075461,0.0053888101929646355,0.020849609375,0.020537757873535158,-4.746747047107888,-4.746747047107888,0.0015625,0.006268450023209332,-0.01017280429795372,-0.1580488891694527,-4.746747047107888,-7.754957395095794e-05,-0.006380254323984919,720,3314,1.191514,3.706222,3.110514857567767,2.514708,2.448868
35dia.txt,35,840,840,1024,1048576,4967,4967,39.762359143728986,488.8713509160459,499.7141131467687,25.513974372525873,197,159,31323,0.1585735721354915,55.0006622466925,109.05266353380112,0.35867202893242384,12086,0.00042730585556615075,16,256,12,0.046875,0.004736900329589844,0.004736900329589844,0.031237739745530204,0.3251953125,0.32045841217041016,68.65149989933562,67.65149989933562,6.594552887338248,67.65149989933562,1.8732185509412467,0.3378103892430183,0.7538386003760182,0.1737817491558642,7,7,10.0,30.13086370042279,10.0,100000.0,1418.6189797588174,0.00020132876988121604,330.6,1.4566917745472794,0.0033353524061177807,0.007373046875,0.007057762145996094,-4.515686743126238,-4.515686743126238,0.00234375,0.011646951607713275,-0.014088859443574232,-0.24980696079953296,-4.515686743126238,-4.9700343645133415e-05,0.026746305869090742,840,4967,1.346041,3.787693,2.813950689466368,2.441652,2.566867
40dia.txt,40,960,960,1024,1048576,7268,7268,48.098609676203644,484.30255916345624,496.48706659328565,31.065880923156485,234,191,44694,0.16261690607240345,62.46262223726721,119.31532427774823,0.28938930068172486,17424,0.0003008354820627098,16,256,15,0.05859375,0.006931304931640625,0.006931304931640625,0.0407831464794991,0.370361328125,0.3634300231933594,53.43313153549807,52.43313153549807,5.883905971778653,52.43313153549807,2.1599627874298215,0.38952095024121325,0.7976081043662668,0.13914199017473633,7,7,10.0,23.757567418822234,10.0,100000.0,1172.78723370727,0.0001375894331315355,460.2,1.6672501064949317,0.0008086667873823894,0.009033203125,0.008594322204589843,-3.0436736727675098,-3.0436736727675098,0.00234375,0.010342112199638986,-0.006927951796225573,-0.14212938311191917,-3.0436736727675098,-2.5294074700688193e-05,-0.013856545650139796,960,7268,1.294073,4.73956,3.662513629447489,3.445487,3.0168165
45dia.txt,45,1080,1080,1024,1048576,9838,9838,55.96009882296611,486.7703801585688,498.3587111201464,28.00442056043067,261,215,56115,0.17531854227924798,70.61023858888673,135.0315710047026,0.2957689881005429,22518,0.00024381310911651124,16,256,15,0.05859375,0.009382247924804688,0.009382247924804688,0.05014718958381791,0.385986328125,0.3766040802001953,41.140069119739785,40.140069119739785,5.344901348347372,40.140069119739785,2.330410051912473,0.4202588781414896,0.860549058863077,0.115499884467053,8,7,10.0,20.16365114860744,10.0,100000.0,1008.0477064824796,0.00010164667615368977,514.0,1.5722978293524932,0.002540327241368906,0.003125,0.0026348114013671877,-2.458612483151657,-2.458612483151657,0.0,0.00614758558005527,-0.004728421141536665,-0.10780092468625604,-2.458612483151657,-1.1404474589239711e-05,0.0012759374837636116,1080,9838,1.603512,5.60522,3.495589680650971,4.001708,3.604366
50dia.txt,50,1200,1200,1024,1048576,11640,11640,60.86975501165849,478.7277491408935,500.67242268041235,34.51458904555951,271,215,58265,0.19977688148974512,76.64364037785585,141.7388485450646,0.31758612348343623,27068,0.0001996413549439797,16,256,17,0.06640625,0.01110076904296875,0.01110076904296875,0.05383434802179823,0.368408203125,0.35730743408203125,33.187628865979384,32.187628865979384,4.849605267294252,32.187628865979384,2.491156589311274,0.44924740718465495,0.879268973703466,0.09577605956471937,7,7,10.0,18.59020618556701,10.0,100000.0,926.7474978938628,8.59106529209622e-05,360.4,0.9819312377384761,0.004891667842099429,-0.003515625,-0.0038593292236328127,-1.59048805075208,-1.59048805075208,0.0015625,0.005797705808633069,-0.003944764980466728,-0.09905921621062408,-1.59048805075208,-8.83435083450631e-06,0.004363427076578663,1200,11640,1.710584,5.93565,3.469955290123139,4.225066,3.823117
55dia.txt,55,1320,1320,1024,1048576,13953,13953,66.64366317904825,485.9675338636852,501.97971762345014,27.249634924734437,315,244,76860,0.18153786104605776,84.22704805943687,163.81944449730022,0.37500912190672214,32836,0.00016262112616524963,16,256,21,0.08203125,0.013306617736816406,0.013306617736816406,0.05831857278033721,0.388427734375,0.3751211166381836,29.190568336558446,28.190568336558446,4.382674390576569,28.190568336558446,2.6695752610760928,0.4814228738042924,0.8768453232594005,0.07893685474146758,8,7,10.0,17.166200817028596,10.0,100000.0,846.4614966202184,7.166917508779473e-05,462.6,1.1547816334779513,-0.003647804088737472,0.00400390625,0.003562736511230469,-0.7994121058841877,-0.7994121058841877,0.003125,0.0064350933239274875,-0.0033678409646503565,-0.09338617534353659,-0.7994121058841877,-7.404045755746011e-06,0.011484599684657181,1320,13953,1.764439,6.481567,3.673443513774066,4.717128,4.123003
60dia.txt,60,1440,1440,1024,1048576,16858,16858,73.25345084899648,484.10772333610157,502.7874006406454,28.744498750685857,334,269,89846,0.18763217060303186,92.40848285232175,171.93926963914708,0.34422226595436534,39324,0.00013699368207410953,16,256,23,0.08984375,0.016077041625976562,0.016077041625976562,0.06495262773152696,0.38427734375,0.36820030212402344,23.902242258868192,22.902242258868192,4.0400858094799865,22.902242258868192,2.796487523318516,0.5043098352249353,0.8918809382940689,0.06766520839047484,6,7,10.0,15.931308577529956,10.0,100000.0,770.0885431207106,5.931901767706727e-05,581.0,1.3219575339896465,0.0012188619113948195,-0.000830078125,-0.0013841629028320313,-1.0576652155380508,-1.0576652155380508,0.0015625,0.00457739228412859,-0.002254329270198549,-0.0685177162193165,-1.0576652155380508,-5.12548881822802e-06,-0.006157371190471361,1440,16858,2.108214,7.881081,3.7382737236352663,5.772867,4.9946475
65dia.txt,65,1560,1560,1024,1048576,18921,18921,77.60632291562011,479.5147190951852,500.4357592093441,33.84487581353376,357,295,105315,0.17966101694915254,102.31149496415169,188.05012008973966,0.32934490870345656,45290,0.00011591758067659061,16,256,30,0.1171875,0.018044471740722656,0.018044471740722656,0.06682886069887115,0.3662109375,0.34816646575927734,20.294910416996988,19.294910416996988,3.703564263843323,19.294910416996988,2.953990650506165,0.5327134577897009,0.8685149137279878,0.057485891626630196,8,8,10.0,15.284604407800856,10.0,100000.0,726.8972882686114,5.2851329210929655e-05,412.6,0.8705744133247265,-0.0015942307307758642,-0.00361328125,-0.004006767272949218,-0.7214663683742408,-0.7214663683742408,0.00546875,0.005680724512953117,-0.0020358633527689284,-0.06730430912733273,-0.7214663683742408,-4.215220279503784e-06,-0.0029754714501817547,1560,18921,2.117141,8.052056,3.803268653339575,5.934915,5.0845985
70dia.txt,70,1680,1680,1024,1048576,23528,23528,86.54013520981017,479.08679020741243,498.76738354301256,34.824354852589046,381,319,121539,0.19358395247615992,110.42520686791184,202.79586526612354,0.2773087585890586,54766,9.857637222741774e-05,16,256,32,0.125,0.02243804931640625,0.02243804931640625,0.07647824077182717,0.377197265625,0.35475921630859375,16.81060863651819,15.810608636518191,3.4084175363634586,15.810608636518191,3.1105809800510142,0.5609524692753912,0.897523950840626,0.04928636758667948,7,7,10.0,14.249829989799387,10.0,100000.0,651.8607517139673,4.250255015300918e-05,921.4,1.7867624588380124,0.002784587105401476,0.002197265625,0.0013185501098632812,-0.6968603560957597,-0.6968603560957594,0.0015625,0.00564780229713806,-0.0016399048079901433,-0.05902934549597285,-0.6968603560957594,-3.4682416898345752e-06,-0.010407230022879587,1680,23528,2.335284,9.210897,3.944229909509935,6.875613,5.7730905
